date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:48:18	20/20	---M-Z	200	added ('OK')	text/plain	date:Sat,%2013%20Jan%202024%2014:03:21%20GMT	https://johns-tattoos.webflow.io/robots.txt		(from )
19:48:18	35850/35850	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2014:03:21%20GMT	https://johns-tattoos.webflow.io/	D:/client-sites/ta/johns-tattoos.webflow.io/index.html	(from )
19:48:20	58027/58027	---M-Z	200	added ('OK')	text/css	etag:%22fff527ac17647f8c9406d69d9b9d1434%22	https://assets.website-files.com/62d0091ccfac750a16884180/css/johns-tattoos.0161ba87e.min.css	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/css/johns-tattoos.0161ba87e.min.css	(from https://johns-tattoos.webflow.io/)
19:48:21	1307/1307	---M--	200	added ('OK')	image/png	etag:%22d958d6b96361b57bb3a0d8055378605b%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d5535f869dc421afa3d760_Favicon.png	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d5535f869dc421afa3d760_Favicon.png	(from https://johns-tattoos.webflow.io/)
19:48:21	9220/9220	---M--	200	added ('OK')	image/png	etag:%22acbfaf8f6030885ddaafe4ad270eb539%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d553631b69728d1e0b6763_Webclip.png	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d553631b69728d1e0b6763_Webclip.png	(from https://johns-tattoos.webflow.io/)
19:48:23	14583/14583	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2014:03:26%20GMT	https://johns-tattoos.webflow.io/articles	D:/client-sites/ta/johns-tattoos.webflow.io/articles.html	(from https://johns-tattoos.webflow.io/)
19:48:23	12508/12508	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2014:03:26%20GMT	https://johns-tattoos.webflow.io/contact	D:/client-sites/ta/johns-tattoos.webflow.io/contact.html	(from https://johns-tattoos.webflow.io/)
19:48:24	392/392	---M--	200	added ('OK')	image/svg+xml	etag:%22a69e884c355c343b2dde28a1898503db%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d01196654fb152be9b94c2_Facebook%20logo.svg	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d01196654fb152be9b94c2_Facebook%20logo.svg	(from https://johns-tattoos.webflow.io/)
19:48:24	3774/3774	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228bd649da5b266975cbb8ed8589742ba5%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d0119f2b16b66b96899f9b_Instagram%20logo.svg	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d0119f2b16b66b96899f9b_Instagram%20logo.svg	(from https://johns-tattoos.webflow.io/)
19:48:25	18700/18700	---M--	200	added ('OK')	image/webp	etag:%2281cf614b511ea8acc3471a2e242cfeb0%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d0195ed14b937dc1ed63a5_jasmin-chew-WbWOF8z_NGQ-unsplash.webp	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d0195ed14b937dc1ed63a5_jasmin-chew-WbWOF8z_NGQ-unsplash.webp	(from https://johns-tattoos.webflow.io/)
19:48:25	27258/27258	---M--	200	added ('OK')	image/webp	etag:%22b8bc11f301a91f4110e2fb39f96f9280%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d0195e9379566745edadaa_h-f-e-co-studio-t0wpEbRbnJ4-unsplash.webp	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d0195e9379566745edadaa_h-f-e-co-studio-t0wpEbRbnJ4-unsplash.webp	(from https://johns-tattoos.webflow.io/)
19:48:26	28992/28992	---M--	200	added ('OK')	image/webp	etag:%22f12528d25aa5997bd141df81fd7a48cc%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d0195e45107272346f9d08_benjamin-lehman-5t4qCgtaLGU-unsplash.webp	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d0195e45107272346f9d08_benjamin-lehman-5t4qCgtaLGU-unsplash.webp	(from https://johns-tattoos.webflow.io/)
19:48:27	37382/37382	---M--	200	added ('OK')	image/webp	etag:%22561ae4acfc562024a3e2511c4e561fea%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d0195e22f09c3bb9b116a2_stories-ink-tattoo-care-kZuIc5Jtmfc-unsplash.webp	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d0195e22f09c3bb9b116a2_stories-ink-tattoo-care-kZuIc5Jtmfc-unsplash.webp	(from https://johns-tattoos.webflow.io/)
19:48:27	41996/41996	---M--	200	added ('OK')	image/webp	etag:%22df2c9c846344e0d0b79e05479a8c504b%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d0195ed533d52963aea20f_jamakassi-Lw4tNcvEaE8-unsplash.webp	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d0195ed533d52963aea20f_jamakassi-Lw4tNcvEaE8-unsplash.webp	(from https://johns-tattoos.webflow.io/)
19:48:28	21390/21390	---M--	200	added ('OK')	image/webp	etag:%226480327396578c493d8aa3b3abf5f58d%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d0195e060129041ac60988_allef-vinicius-hxNiXP498UI-unsplash.webp	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d0195e060129041ac60988_allef-vinicius-hxNiXP498UI-unsplash.webp	(from https://johns-tattoos.webflow.io/)
19:48:28	15082/15082	---M--	200	added ('OK')	image/webp	etag:%22ea697e286b6b7e615a24482e97fc8e73%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d0195e3be3d435c582d5c7_lucas-lenzi-zeT_i6av9rU-unsplash.webp	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d0195e3be3d435c582d5c7_lucas-lenzi-zeT_i6av9rU-unsplash.webp	(from https://johns-tattoos.webflow.io/)
19:48:29	22290/22290	---M--	200	added ('OK')	image/webp	etag:%22da30d26777c087b8c7a5b37349543aad%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d0195ecd5cb48d78601ea9_allef-vinicius-M47HaQ1D__c-unsplash.webp	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d0195ecd5cb48d78601ea9_allef-vinicius-M47HaQ1D__c-unsplash.webp	(from https://johns-tattoos.webflow.io/)
19:48:30	239/239	---M--	200	added ('OK')	image/svg+xml	etag:%22bcd93a35fe3cb2660bbe12c435d20e87%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d02081a9b59c6085ef5474_Arrow%20right.svg	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d02081a9b59c6085ef5474_Arrow%20right.svg	(from https://johns-tattoos.webflow.io/)
19:48:31	129050/129050	---M--	200	added ('OK')	image/webp	etag:%22eac096fc4b63b5563cacbbc84a57b0bf%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d027d142254816d029346a_person%20image%20(3)%20(1).webp	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d027d142254816d029346a_person%20image%20(3)%20(1).webp	(from https://johns-tattoos.webflow.io/)
19:48:31	3477/3477	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229a7d9f242dfb4efe02e50e8ea3e862ed%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d27953b7f9bcf9d31d9851_Star%20review.svg	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d27953b7f9bcf9d31d9851_Star%20review.svg	(from https://johns-tattoos.webflow.io/)
19:48:32	11204/11204	---M--	200	added ('OK')	image/webp	etag:%22d3f6a3b9bdc8c343dc73bc430186d29e%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d0195ed533d557f7aea20a_seyi-ariyo-LEjVES-wIIc-unsplash.webp	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d0195ed533d557f7aea20a_seyi-ariyo-LEjVES-wIIc-unsplash.webp	(from https://johns-tattoos.webflow.io/)
19:48:32	10884/10884	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2014:03:36%20GMT	https://johns-tattoos.webflow.io/post/7-must-have-tools-for-web-designers	D:/client-sites/ta/johns-tattoos.webflow.io/post/7-must-have-tools-for-web-designers.html	(from https://johns-tattoos.webflow.io/)
19:48:33	64686/64686	---M--	200	added ('OK')	image/jpeg	etag:%2284e57e656758381b06bea8bda46e2779%22	https://assets.website-files.com/62d285f449ba53b949c96d13/62d285f834f1829f4f8d9c19_1657964024096-image4.jpg	D:/client-sites/ta/assets.website-files.com/62d285f449ba53b949c96d13/62d285f834f1829f4f8d9c19_1657964024096-image4.jpg	(from https://johns-tattoos.webflow.io/)
19:48:33	11472/11472	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2014:03:37%20GMT	https://johns-tattoos.webflow.io/post/10-great-examples-of-responsive-websites	D:/client-sites/ta/johns-tattoos.webflow.io/post/10-great-examples-of-responsive-websites.html	(from https://johns-tattoos.webflow.io/)
19:48:34	106501/106501	---M--	200	added ('OK')	image/jpeg	etag:%2249ce87200787a1e81d15d2dee103aad0%22	https://assets.website-files.com/62d285f449ba53b949c96d13/62d285f8b7f9bcc9191e337f_1657964024208-image14.jpg	D:/client-sites/ta/assets.website-files.com/62d285f449ba53b949c96d13/62d285f8b7f9bcc9191e337f_1657964024208-image14.jpg	(from https://johns-tattoos.webflow.io/)
19:48:35	10972/10972	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2014:03:38%20GMT	https://johns-tattoos.webflow.io/post/7-things-about-web-design-your-boss-wants-to-know	D:/client-sites/ta/johns-tattoos.webflow.io/post/7-things-about-web-design-your-boss-wants-to-know.html	(from https://johns-tattoos.webflow.io/)
19:48:36	390/390	---M--	200	added ('OK')	image/svg+xml	etag:%22effac958bf952835160c399782b31306%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d28d0c360d59586139ceb4_Facebook%20logo_black.svg	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d28d0c360d59586139ceb4_Facebook%20logo_black.svg	(from https://johns-tattoos.webflow.io/)
19:48:36	3770/3770	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2215d7f4ca28056cf59173e4aed5a23894%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d28d0e683aff812d8f2e04_Instagram%20logo_black.svg	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d28d0e683aff812d8f2e04_Instagram%20logo_black.svg	(from https://johns-tattoos.webflow.io/)
19:48:36	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=62d0091ccfac750a16884180	D:/client-sites/ta/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c87f67.js	(from https://johns-tattoos.webflow.io/)
19:48:37	212531/212531	---M-Z	200	added ('OK')	text/javascript	etag:%224e489f7516eae24a16ff489e2d0c8a0d%22	https://assets.website-files.com/62d0091ccfac750a16884180/js/johns-tattoos.f4f544754.js	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/js/johns-tattoos.f4f544754.js	(from https://johns-tattoos.webflow.io/)
19:48:38	40028/40028	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22eefc0fd25f76a11882e20b547c77291c%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d00a361f6df41269b54f0d_Futura%20Extra%20Black%20font.ttf	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d00a361f6df41269b54f0d_Futura%20Extra%20Black%20font.ttf	(from https://assets.website-files.com/62d0091ccfac750a16884180/css/johns-tattoos.0161ba87e.min.css)
19:48:38	38980/38980	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%223ea9695ee3af8a5e17413f22249f361a%22	https://assets.website-files.com/62d0091ccfac750a16884180/62d00a36451072dc726eeb29_Futura%20Heavy%20font.ttf	D:/client-sites/ta/assets.website-files.com/62d0091ccfac750a16884180/62d00a36451072dc726eeb29_Futura%20Heavy%20font.ttf	(from https://assets.website-files.com/62d0091ccfac750a16884180/css/johns-tattoos.0161ba87e.min.css)
